id,x,y,radius,class,class name,image name
25793,2959,634,15,0,capped,DSC_0819.JPG
2590,730,334,15,0,capped,DSC_0844.JPG
2591,481,517,17,0,capped,DSC_0844.JPG
2592,328,766,17,0,capped,DSC_0844.JPG
2593,403,769,15,0,capped,DSC_0844.JPG
2594,289,943,15,0,capped,DSC_0844.JPG
2599,625,526,17,0,capped,DSC_0844.JPG
2602,4129,265,15,0,capped,DSC_0844.JPG
2603,694,529,17,0,capped,DSC_0844.JPG
2605,5056,1333,15,0,capped,DSC_0844.JPG
26071,2815,634,15,0,capped,DSC_0819.JPG
26110,4390,1294,17,0,capped,DSC_0819.JPG
2612,871,337,15,0,capped,DSC_0844.JPG
2613,4852,853,15,0,capped,DSC_0844.JPG
26152,2917,814,15,0,capped,DSC_0819.JPG
26199,3295,1351,15,0,capped,DSC_0819.JPG
2620,3901,2500,17,0,capped,DSC_0844.JPG
26214,2953,880,17,0,capped,DSC_0819.JPG
26240,3205,445,15,0,capped,DSC_0819.JPG
26259,2920,691,17,0,capped,DSC_0819.JPG
26260,2776,694,15,0,capped,DSC_0819.JPG
26261,3232,874,15,0,capped,DSC_0819.JPG
26266,3964,1534,17,0,capped,DSC_0819.JPG
2630,4657,469,15,0,capped,DSC_0844.JPG
2631,4963,916,15,0,capped,DSC_0844.JPG
26317,3541,1783,15,0,capped,DSC_0819.JPG
26324,2890,634,15,0,capped,DSC_0819.JPG
2635,4618,544,17,0,capped,DSC_0844.JPG
26350,4393,1414,17,0,capped,DSC_0819.JPG
26354,3931,1588,15,0,capped,DSC_0819.JPG
2638,4066,2563,17,0,capped,DSC_0844.JPG
2640,4681,667,17,0,capped,DSC_0844.JPG
26404,2770,1180,17,0,capped,DSC_0819.JPG
26406,3295,1477,17,0,capped,DSC_0819.JPG
2641,5014,1276,15,0,capped,DSC_0844.JPG
26423,3439,1354,15,0,capped,DSC_0819.JPG
26425,3118,1420,15,0,capped,DSC_0819.JPG
26442,2851,694,17,0,capped,DSC_0819.JPG
26444,2839,1183,15,0,capped,DSC_0819.JPG
26446,3823,1411,15,0,capped,DSC_0819.JPG
2645,4267,397,15,0,capped,DSC_0844.JPG
2646,580,589,15,0,capped,DSC_0844.JPG
26461,3157,1111,15,0,capped,DSC_0819.JPG
26462,2737,1243,15,0,capped,DSC_0819.JPG
26474,2995,694,17,0,capped,DSC_0819.JPG
26476,3478,817,17,0,capped,DSC_0819.JPG
26481,3157,1237,15,0,capped,DSC_0819.JPG
26498,2704,814,17,0,capped,DSC_0819.JPG
26505,3082,1363,17,0,capped,DSC_0819.JPG
26506,3580,1474,15,0,capped,DSC_0819.JPG
26513,3595,379,15,0,capped,DSC_0819.JPG
26521,3439,1474,17,0,capped,DSC_0819.JPG
26525,3694,313,17,0,capped,DSC_0819.JPG
26526,3418,442,17,0,capped,DSC_0819.JPG
26530,2704,1183,17,0,capped,DSC_0819.JPG
26533,3331,1411,15,0,capped,DSC_0819.JPG
26547,3484,442,15,0,capped,DSC_0819.JPG
2655,3463,178,17,0,capped,DSC_0844.JPG
26550,2950,1000,15,0,capped,DSC_0819.JPG
26552,4213,1351,17,0,capped,DSC_0819.JPG
2656,3853,253,15,0,capped,DSC_0844.JPG
2657,4201,262,15,0,capped,DSC_0844.JPG
26571,2956,754,15,0,capped,DSC_0819.JPG
26576,3133,931,17,0,capped,DSC_0819.JPG
26578,2911,1180,15,0,capped,DSC_0819.JPG
2658,4480,403,15,0,capped,DSC_0844.JPG
26581,3256,1660,15,0,capped,DSC_0819.JPG
2659,4585,472,17,0,capped,DSC_0844.JPG
26593,4540,685,17,0,capped,DSC_0819.JPG
26594,3448,751,17,0,capped,DSC_0819.JPG
26595,2737,880,17,0,capped,DSC_0819.JPG
26600,4492,1111,17,0,capped,DSC_0819.JPG
26605,3190,1543,17,0,capped,DSC_0819.JPG
26614,3235,754,15,0,capped,DSC_0819.JPG
26616,4351,1231,15,0,capped,DSC_0819.JPG
26617,3361,1723,15,0,capped,DSC_0819.JPG
26621,4723,868,17,0,capped,DSC_0819.JPG
26626,2878,1366,17,0,capped,DSC_0819.JPG
26629,3862,1723,17,0,capped,DSC_0819.JPG
26636,3871,247,17,0,capped,DSC_0819.JPG
26637,4507,622,17,0,capped,DSC_0819.JPG
26638,3028,634,17,0,capped,DSC_0819.JPG
26639,2989,811,17,0,capped,DSC_0819.JPG
26645,3757,1534,15,0,capped,DSC_0819.JPG
26657,4462,814,17,0,capped,DSC_0819.JPG
26659,3091,994,17,0,capped,DSC_0819.JPG
2666,3535,181,17,0,capped,DSC_0844.JPG
26661,2944,1237,15,0,capped,DSC_0819.JPG
2667,4858,724,17,0,capped,DSC_0844.JPG
26672,3661,379,17,0,capped,DSC_0819.JPG
26673,3172,505,15,0,capped,DSC_0819.JPG
26675,4687,685,17,0,capped,DSC_0819.JPG
26680,3019,877,15,0,capped,DSC_0819.JPG
26682,4465,1171,15,0,capped,DSC_0819.JPG
26685,3541,1537,17,0,capped,DSC_0819.JPG
2669,3565,256,17,0,capped,DSC_0844.JPG
26693,3133,568,15,0,capped,DSC_0819.JPG
26697,2875,1483,17,0,capped,DSC_0819.JPG
26699,4003,1591,15,0,capped,DSC_0819.JPG
2670,730,466,17,0,capped,DSC_0844.JPG
2671,4441,472,17,0,capped,DSC_0844.JPG
26711,3379,628,15,0,capped,DSC_0819.JPG
26712,3202,694,15,0,capped,DSC_0819.JPG
26717,3649,1471,17,0,capped,DSC_0819.JPG
26718,4288,1474,17,0,capped,DSC_0819.JPG
2672,4792,601,17,0,capped,DSC_0844.JPG
26723,3943,250,17,0,capped,DSC_0819.JPG
26727,3661,502,15,0,capped,DSC_0819.JPG
26728,3205,565,17,0,capped,DSC_0819.JPG
26732,2884,754,17,0,capped,DSC_0819.JPG
26735,3202,937,15,0,capped,DSC_0819.JPG
26736,4567,985,15,0,capped,DSC_0819.JPG
26737,2737,1003,17,0,capped,DSC_0819.JPG
26740,4501,1231,17,0,capped,DSC_0819.JPG
26741,2842,1426,17,0,capped,DSC_0819.JPG
26754,4291,622,17,0,capped,DSC_0819.JPG
26759,4312,1288,17,0,capped,DSC_0819.JPG
26764,3679,1534,17,0,capped,DSC_0819.JPG
26770,4192,316,15,0,capped,DSC_0819.JPG
26771,4441,373,17,0,capped,DSC_0819.JPG
26772,4462,1291,17,0,capped,DSC_0819.JPG
26773,3862,1348,17,0,capped,DSC_0819.JPG
26774,4249,1414,15,0,capped,DSC_0819.JPG
2678,1231,205,17,0,capped,DSC_0844.JPG
26781,4366,373,15,0,capped,DSC_0819.JPG
26782,4156,379,17,0,capped,DSC_0819.JPG
26784,3241,508,17,0,capped,DSC_0819.JPG
26785,3241,631,17,0,capped,DSC_0819.JPG
26786,3517,754,15,0,capped,DSC_0819.JPG
26788,2983,1054,15,0,capped,DSC_0819.JPG
26789,4039,1534,17,0,capped,DSC_0819.JPG
2679,3778,271,17,0,capped,DSC_0844.JPG
26791,3472,1654,15,0,capped,DSC_0819.JPG
26792,3787,1717,17,0,capped,DSC_0819.JPG
2680,4024,331,15,0,capped,DSC_0844.JPG
26802,3802,250,17,0,capped,DSC_0819.JPG
26804,3520,379,17,0,capped,DSC_0819.JPG
26805,3445,499,15,0,capped,DSC_0819.JPG
26807,3172,628,17,0,capped,DSC_0819.JPG
26808,2740,634,17,0,capped,DSC_0819.JPG
26810,4498,745,17,0,capped,DSC_0819.JPG
26811,2665,877,17,0,capped,DSC_0819.JPG
26813,2671,1243,17,0,capped,DSC_0819.JPG
26814,2836,1306,17,0,capped,DSC_0819.JPG
26817,3406,1543,15,0,capped,DSC_0819.JPG
26820,3715,1600,15,0,capped,DSC_0819.JPG
26826,4015,376,17,0,capped,DSC_0819.JPG
26827,3274,571,17,0,capped,DSC_0819.JPG
26829,4390,1051,15,0,capped,DSC_0819.JPG
26830,2635,1177,17,0,capped,DSC_0819.JPG
26832,3016,1243,17,0,capped,DSC_0819.JPG
26834,3715,1717,17,0,capped,DSC_0819.JPG
26839,4228,379,15,0,capped,DSC_0819.JPG
26842,3340,1051,17,0,capped,DSC_0819.JPG
26844,2740,1123,17,0,capped,DSC_0819.JPG
26846,3013,1480,17,0,capped,DSC_0819.JPG
2685,769,403,17,0,capped,DSC_0844.JPG
26850,3346,445,17,0,capped,DSC_0819.JPG
26851,4435,502,17,0,capped,DSC_0819.JPG
26852,3694,568,17,0,capped,DSC_0819.JPG
26853,2704,691,15,0,capped,DSC_0819.JPG
26854,2818,754,17,0,capped,DSC_0819.JPG
26856,2878,874,17,0,capped,DSC_0819.JPG
26859,2803,1246,15,0,capped,DSC_0819.JPG
26860,3121,1297,17,0,capped,DSC_0819.JPG
26861,4033,1411,17,0,capped,DSC_0819.JPG
26862,3784,1471,15,0,capped,DSC_0819.JPG
26865,4108,1534,17,0,capped,DSC_0819.JPG
26866,3862,1597,17,0,capped,DSC_0819.JPG
26867,4072,1600,17,0,capped,DSC_0819.JPG
26868,3433,1723,15,0,capped,DSC_0819.JPG
2687,4744,796,17,0,capped,DSC_0844.JPG
26875,3520,634,15,0,capped,DSC_0819.JPG
26876,3343,691,15,0,capped,DSC_0819.JPG
26880,2773,817,15,0,capped,DSC_0819.JPG
26882,3019,1120,17,0,capped,DSC_0819.JPG
26884,3085,1237,17,0,capped,DSC_0819.JPG
26885,3154,1603,15,0,capped,DSC_0819.JPG
26886,3532,1657,17,0,capped,DSC_0819.JPG
2689,5182,2047,17,0,capped,DSC_0844.JPG
26894,2920,571,17,0,capped,DSC_0819.JPG
26895,2704,943,17,0,capped,DSC_0819.JPG
26896,2704,1057,17,0,capped,DSC_0819.JPG
26897,3544,1285,15,0,capped,DSC_0819.JPG
26898,3406,1288,15,0,capped,DSC_0819.JPG
26899,2770,1306,17,0,capped,DSC_0819.JPG
2690,661,463,15,0,capped,DSC_0844.JPG
26900,4285,1348,17,0,capped,DSC_0819.JPG
26901,4144,1351,17,0,capped,DSC_0819.JPG
26902,3193,1423,15,0,capped,DSC_0819.JPG
26907,3610,1783,17,0,capped,DSC_0819.JPG
2691,4933,985,16,0,capped,DSC_0844.JPG
26910,3517,505,15,0,capped,DSC_0819.JPG
26911,2749,757,17,0,capped,DSC_0819.JPG
26912,2851,811,15,0,capped,DSC_0819.JPG
26913,2989,943,15,0,capped,DSC_0819.JPG
26914,2602,997,17,0,capped,DSC_0819.JPG
26917,3475,1414,17,0,capped,DSC_0819.JPG
26919,2908,1549,15,0,capped,DSC_0819.JPG
2692,4963,1042,17,0,capped,DSC_0844.JPG
26921,3511,1597,17,0,capped,DSC_0819.JPG
26927,3589,628,17,0,capped,DSC_0819.JPG
26928,3133,691,17,0,capped,DSC_0819.JPG
26929,3553,694,17,0,capped,DSC_0819.JPG
26930,3163,754,17,0,capped,DSC_0819.JPG
26931,4612,808,15,0,capped,DSC_0819.JPG
26932,3163,868,15,0,capped,DSC_0819.JPG
26934,2671,1000,15,0,capped,DSC_0819.JPG
26936,3055,1054,17,0,capped,DSC_0819.JPG
26937,2635,1060,15,0,capped,DSC_0819.JPG
26938,3088,1120,17,0,capped,DSC_0819.JPG
26939,2911,1303,17,0,capped,DSC_0819.JPG
26940,3898,1411,17,0,capped,DSC_0819.JPG
26942,3190,1660,15,0,capped,DSC_0819.JPG
2695,4408,400,15,0,capped,DSC_0844.JPG
26951,3307,631,17,0,capped,DSC_0819.JPG
26952,3310,1000,17,0,capped,DSC_0819.JPG
26953,4423,1111,17,0,capped,DSC_0819.JPG
26955,3928,1351,17,0,capped,DSC_0819.JPG
26957,3895,1534,17,0,capped,DSC_0819.JPG
26958,3052,1543,15,0,capped,DSC_0819.JPG
2696,478,646,15,0,capped,DSC_0844.JPG
26963,3940,382,17,0,capped,DSC_0819.JPG
26964,3700,439,15,0,capped,DSC_0819.JPG
26965,3484,574,15,0,capped,DSC_0819.JPG
26966,4366,625,17,0,capped,DSC_0819.JPG
26969,2881,1120,17,0,capped,DSC_0819.JPG
2697,5092,1273,17,0,capped,DSC_0844.JPG
26970,4249,1288,17,0,capped,DSC_0819.JPG
26971,4603,1294,17,0,capped,DSC_0819.JPG
26972,3511,1357,15,0,capped,DSC_0819.JPG
26978,4549,439,17,0,capped,DSC_0819.JPG
26980,3346,568,17,0,capped,DSC_0819.JPG
26983,4390,1165,17,0,capped,DSC_0819.JPG
2699,1330,2455,17,0,capped,DSC_0844.JPG
26997,3295,1597,17,0,capped,DSC_0819.JPG
27001,3559,316,15,0,capped,DSC_0819.JPG
27002,3448,379,17,0,capped,DSC_0819.JPG
27003,4258,445,15,0,capped,DSC_0819.JPG
27004,3592,508,15,0,capped,DSC_0819.JPG
27006,2566,937,17,0,capped,DSC_0819.JPG
27007,3379,991,15,0,capped,DSC_0819.JPG
27009,2731,1363,17,0,capped,DSC_0819.JPG
2701,4723,595,17,0,capped,DSC_0844.JPG
27012,3364,1603,17,0,capped,DSC_0819.JPG
27015,3574,1714,17,0,capped,DSC_0819.JPG
27016,3223,1723,15,0,capped,DSC_0819.JPG
27019,4336,439,17,0,capped,DSC_0819.JPG
27020,3310,508,15,0,capped,DSC_0819.JPG
27022,3412,694,17,0,capped,DSC_0819.JPG
27026,3055,931,17,0,capped,DSC_0819.JPG
27027,4285,1108,17,0,capped,DSC_0819.JPG
27028,3121,1177,15,0,capped,DSC_0819.JPG
27030,3313,1288,17,0,capped,DSC_0819.JPG
27032,3256,1540,17,0,capped,DSC_0819.JPG
27033,3445,1597,15,0,capped,DSC_0819.JPG
27034,3403,1657,15,0,capped,DSC_0819.JPG
27039,3556,568,17,0,capped,DSC_0819.JPG
27040,4471,568,15,0,capped,DSC_0819.JPG
27043,4528,1054,17,0,capped,DSC_0819.JPG
27044,3124,1057,15,0,capped,DSC_0819.JPG
27046,3475,1540,15,0,capped,DSC_0819.JPG
27047,3334,1660,15,0,capped,DSC_0819.JPG
2705,1876,2416,17,0,capped,DSC_0844.JPG
27051,4297,373,17,0,capped,DSC_0819.JPG
27053,3556,445,15,0,capped,DSC_0819.JPG
27054,3376,514,17,0,capped,DSC_0819.JPG
27055,3133,808,15,0,capped,DSC_0819.JPG
27056,3268,811,15,0,capped,DSC_0819.JPG
27057,3346,817,17,0,capped,DSC_0819.JPG
27059,2842,1063,15,0,capped,DSC_0819.JPG
27060,3052,1183,15,0,capped,DSC_0819.JPG
27061,2875,1240,15,0,capped,DSC_0819.JPG
27062,4498,1357,17,0,capped,DSC_0819.JPG
27063,3259,1420,15,0,capped,DSC_0819.JPG
27069,3487,316,17,0,capped,DSC_0819.JPG
2707,3388,184,15,0,capped,DSC_0844.JPG
27070,4081,379,17,0,capped,DSC_0819.JPG
27072,4645,748,17,0,capped,DSC_0819.JPG
27075,3049,1303,15,0,capped,DSC_0819.JPG
27076,3016,1363,15,0,capped,DSC_0819.JPG
27077,2803,1483,15,0,capped,DSC_0819.JPG
27079,3790,1594,17,0,capped,DSC_0819.JPG
27084,4123,316,17,0,capped,DSC_0819.JPG
27086,3268,916,15,0,capped,DSC_0819.JPG
27087,2779,943,15,0,capped,DSC_0819.JPG
27089,3268,1048,15,0,capped,DSC_0819.JPG
2709,979,271,16,0,capped,DSC_0844.JPG
27090,2773,1057,17,0,capped,DSC_0819.JPG
27091,2806,1120,17,0,capped,DSC_0819.JPG
27092,4357,1348,15,0,capped,DSC_0819.JPG
27093,3754,1408,17,0,capped,DSC_0819.JPG
27094,3394,1783,17,0,capped,DSC_0819.JPG
2710,4474,532,15,0,capped,DSC_0844.JPG
27103,3733,382,17,0,capped,DSC_0819.JPG
27104,4435,622,15,0,capped,DSC_0819.JPG
27107,4501,874,15,0,capped,DSC_0819.JPG
27108,3151,1480,17,0,capped,DSC_0819.JPG
2711,337,886,17,0,capped,DSC_0844.JPG
27115,3931,1471,15,0,capped,DSC_0819.JPG
27116,3502,1720,15,0,capped,DSC_0819.JPG
27121,3100,508,15,0,capped,DSC_0819.JPG
27124,3097,754,17,0,capped,DSC_0819.JPG
27125,3064,811,15,0,capped,DSC_0819.JPG
27127,3691,1408,17,0,capped,DSC_0819.JPG
27128,3580,1600,17,0,capped,DSC_0819.JPG
27130,3682,1783,17,0,capped,DSC_0819.JPG
27134,3625,316,15,0,capped,DSC_0819.JPG
27135,3274,445,17,0,capped,DSC_0819.JPG
27136,4624,556,15,0,capped,DSC_0819.JPG
27137,4324,568,15,0,capped,DSC_0819.JPG
27138,3451,628,17,0,capped,DSC_0819.JPG
27139,3211,817,17,0,capped,DSC_0819.JPG
2714,1264,2338,15,0,capped,DSC_0844.JPG
27141,3436,874,15,0,capped,DSC_0819.JPG
27142,2560,1057,17,0,capped,DSC_0819.JPG
27143,2950,1129,17,0,capped,DSC_0819.JPG
27144,3226,1360,17,0,capped,DSC_0819.JPG
27145,3997,1474,15,0,capped,DSC_0819.JPG
27149,3625,445,17,0,capped,DSC_0819.JPG
27150,4219,505,15,0,capped,DSC_0819.JPG
27151,4366,505,17,0,capped,DSC_0819.JPG
27152,3412,814,15,0,capped,DSC_0819.JPG
27154,2818,1006,17,0,capped,DSC_0819.JPG
27156,4174,1291,17,0,capped,DSC_0819.JPG
27158,3652,1354,17,0,capped,DSC_0819.JPG
2716,835,400,17,0,capped,DSC_0844.JPG
27163,3595,247,17,0,capped,DSC_0819.JPG
27164,3766,319,17,0,capped,DSC_0819.JPG
27165,3625,571,15,0,capped,DSC_0819.JPG
27166,3484,691,15,0,capped,DSC_0819.JPG
27167,3313,880,15,0,capped,DSC_0819.JPG
27168,4528,925,17,0,capped,DSC_0819.JPG
27169,4606,928,17,0,capped,DSC_0819.JPG
2717,4687,538,15,0,capped,DSC_0844.JPG
27170,2596,1120,15,0,capped,DSC_0819.JPG
27171,2980,1177,17,0,capped,DSC_0819.JPG
27172,2980,1303,17,0,capped,DSC_0819.JPG
27173,3082,1474,15,0,capped,DSC_0819.JPG
27174,3115,1546,17,0,capped,DSC_0819.JPG
27178,3976,307,15,0,capped,DSC_0819.JPG
2718,511,586,17,0,capped,DSC_0844.JPG
27180,3022,754,17,0,capped,DSC_0819.JPG
27182,4108,1288,17,0,capped,DSC_0819.JPG
27183,3253,1297,15,0,capped,DSC_0819.JPG
27184,2809,1366,15,0,capped,DSC_0819.JPG
27185,3043,1417,15,0,capped,DSC_0819.JPG
27187,3646,1597,15,0,capped,DSC_0819.JPG
2719,370,955,15,0,capped,DSC_0844.JPG
27193,3805,379,17,0,capped,DSC_0819.JPG
27195,3106,625,17,0,capped,DSC_0819.JPG
27196,3292,754,17,0,capped,DSC_0819.JPG
27197,3376,874,17,0,capped,DSC_0819.JPG
27198,3484,1291,15,0,capped,DSC_0819.JPG
27199,3859,1474,17,0,capped,DSC_0819.JPG
27215,4297,502,15,0,capped,DSC_0819.JPG
27216,4516,502,15,0,capped,DSC_0819.JPG
27217,4258,562,17,0,capped,DSC_0819.JPG
27218,3376,745,15,0,capped,DSC_0819.JPG
27219,2809,874,17,0,capped,DSC_0819.JPG
27220,3238,991,15,0,capped,DSC_0819.JPG
27223,3613,1657,17,0,capped,DSC_0819.JPG
27232,4465,685,15,0,capped,DSC_0819.JPG
27233,2845,937,15,0,capped,DSC_0819.JPG
27235,4462,1048,15,0,capped,DSC_0819.JPG
27236,3586,1354,15,0,capped,DSC_0819.JPG
27238,3619,1408,15,0,capped,DSC_0819.JPG
27242,4417,433,15,0,capped,DSC_0819.JPG
27243,4195,442,17,0,capped,DSC_0819.JPG
27244,3418,565,17,0,capped,DSC_0819.JPG
27245,3835,565,17,0,capped,DSC_0819.JPG
27246,3187,1174,17,0,capped,DSC_0819.JPG
27247,4531,1180,15,0,capped,DSC_0819.JPG
27248,3973,1420,15,0,capped,DSC_0819.JPG
27249,3226,1480,17,0,capped,DSC_0819.JPG
2725,4987,2215,17,0,capped,DSC_0844.JPG
27254,3673,253,17,0,capped,DSC_0819.JPG
27255,4474,445,15,0,capped,DSC_0819.JPG
27256,4537,805,15,0,capped,DSC_0819.JPG
27262,3415,316,15,0,capped,DSC_0819.JPG
27263,4261,319,17,0,capped,DSC_0819.JPG
27265,4012,1345,15,0,capped,DSC_0819.JPG
27266,3964,1654,17,0,capped,DSC_0819.JPG
27273,2848,574,15,0,capped,DSC_0819.JPG
27274,4498,991,15,0,capped,DSC_0819.JPG
27275,2938,1363,15,0,capped,DSC_0819.JPG
27276,2983,1426,17,0,capped,DSC_0819.JPG
2728,550,652,17,0,capped,DSC_0844.JPG
27283,4066,1468,15,0,capped,DSC_0819.JPG
27287,4048,307,17,0,capped,DSC_0819.JPG
27288,3241,376,17,0,capped,DSC_0819.JPG
27289,3880,382,17,0,capped,DSC_0819.JPG
2729,4894,790,16,0,capped,DSC_0844.JPG
27291,4720,994,15,0,capped,DSC_0819.JPG
